comments,0/1
"Frustrating read I am finding this book very hard to read. The style of writing is tedious and there is not much content in every paragraph you read. The way the TDD thought process and its inevitable conflicts are portrayed seems childish and distracts the reader more than anything.<br />The author is trying very hard to be entertaining but that is not what I'm looking for in a TDD book. Take the following excerpt for instance:<br />\\""""You aren't thinking about the implementation of equals(), are you? Good. Me Neither. After snapping the back of my hand with a ruler, I'm thinking about how to test ...\\""""<br />This book is full of comments like this which I found unnecessary and distracting. I was expecting a `more to the point' style of writing which unfortunately, this book fails to deliver.",0
Five Stars A very good book and easy to read.... It relates to everyday life,1
Not Working For Me Hasn't been working for me.. which is disappointing at the least.,0
Great Best photo editing app ever and the fact I didn't have to pay for it (as it was the bday of the Appstore) made it even better!!!<br /><br />YOU MUST GET IT!!!,1
Three Stars its okay,0
Excellent quality and recommended for all HP fans A genuine door-stopper !!  Excellent quality and recommended for all HP fans.,1
great cd Great cd ... bought as a present. But quite liked it myself,1
"Overrated Given all the critical acclaim, I felt almost obliged to see this.  Whilst Jesse Eisenberg is indeed outstanding and the pace of the film is good, the rest is mediocre, and I suggest Justin Timberlake sticks to 'singing'.",0
Five Stars grandaughter loves these/,1
addictive Good to kill a few minutes,1
Five Stars Brilliant xxx,1
Fantastic ! My cousin recemended it to me and i decided to read it. I absaloutly love it! One of the greatest books i have ever read. It has some great characters. Clarys mother has been kidnapoed by a man named valentine. Clary must work with shadowhunters to save ger mother. On tgis journey she finds out who she really is or should i say what she really is. A great book. Deffiantly one of the best books ive read since Harry Potter. Great read.,1
awesome This game is the best game ever the only problem is you have to go of it every 10 minutes for your fuel to regain which takes at least a hour.,1
Five Stars Brilliant,1
"Five Stars amazing album, great metal",1
"unexpected plot! i am a great fan of the series and was very intrigued to see new characters and plot  in this issue!<br />i also enjoyed the scraps and sketches of the artist,they should put more of these!",1
Perfect selection! Great!,1
"DONT BUY FROM THIS SELLER I would have given the product zero stars if I knew how... The dvd did not work, during the middle of the film for about 15-20 minutes it was skipping scenes and I couldn't hear a thing.",0
"A disquieting insight into the world of the 21st Century snake oil salesman I borrowed this book from a friend. At the time I was trying to find a way to run a small business whilst juggling with the uncertainties of long-term health issues. The title of the book was intriguing.<br /><br />And certainly, there are some sensible ideas in this book -  albeit mostly concentrated in the first few pages - on time management.  Like not answering your phone and only replying to emails at designated times. Obvious? Well, not always. However one of the best suggestions was to not feel obliged to read a book all the way to the final paragraph.<br /><br />With regard to Ferriss' own book, such advice seemed well placed, for long before I got anywhere near the final chapter I felt myself losing the will to live.<br /><br />I also had this disquieting feeling I'd accidently strayed into the territory of some rather nasty cult, the kind that would sell its own daughters to old men in exchange for something that would provide another quick high. The basic premise seemed to be, find something - anything, ANYTHING, ABSOLUTELY ANYTHING -  that you can persuade (or con) large numbers of people into buying. Obviously, at the highest possible price.<br /><br />Outsource everything to the third world, have various  auf wiederzehn/plausible deniability strategies in place for when things go wrong,  and  away you go. Dead easy.<br /><br />Consequences? In the snake oil salesman's world, there aren't any.  Provided of course you  remain appropriately out of sight (for more on this theme, read Howard Marks).<br /><br />The irony seemed to be, that for all the eons of time Ferriss claims to have freed up in his own life - in order to pursue his various hedonistic but often vacuous interests, it doesn't quite ring true. He tries hard to make a convincing case but ultimately falls well short.<br /><br />Instead, the picture is of a rather sad individual forever chasing that one final fix -  whether it be a triad of nubile girls,  the ultimate wave break or merely the acclaim he clearly thinks he deserves for  being so incredibly incredibly brilliant -  that will fix everything. And in this respect the growing collection of generic titles under Ferriss' authorship (most likely ghost-written by someone in Mumbai earning $6 an hour) seems little more than another means to that end, as in more snake oil.cclaim he clearly thinks he deserves for  being so incredibly incredibly brilliant -  that will fix everything. And in this respect the growing collection of generic titles under Ferriss' authorship (most likely ghost-written by someone in Mumbai earning $6 an hour) seems little more than another means to that end, as in more snake oil.",0
